1	-338.72203585
2	-338.88234387
3	-338.87563477
4	-338.88268273
5	-338.87580618
6	-338.88117686
7	-338.87626612	
8	-338.87981007
9	-338.87841893
10	-338.87914561
11	-338.87797109
12	-338.87828296
