 &plot nbnd=  32, nks=   151 /
           -0.333333  0.577350  0.000000
 -13.144 -13.075 -13.075 -13.013 -11.048 -11.048  -0.925  -0.522  -0.522  -0.088
  10.098  10.098  12.075  12.443  12.444  13.225  14.003  14.004  14.544  14.692
  14.692  14.836  15.154  15.154  15.335  15.740  15.740  16.298  16.761  16.761
  17.444  18.041
           -0.326667  0.565803  0.000000
 -13.270 -13.188 -12.971 -12.907 -11.034 -11.022  -1.012  -0.563  -0.459  -0.024
  10.091  10.119  12.045  12.380  12.484  13.191  13.872  14.033  14.293  14.758
  14.860  14.894  15.009  15.204  15.402  15.716  15.785  16.335  16.763  16.805
  17.468  17.977
           -0.320000  0.554256  0.000000
 -13.452 -13.357 -12.831 -12.768 -10.983 -10.962  -1.194  -0.691  -0.302   0.124
  10.096  10.153  11.931  12.322  12.505  13.078  13.682  13.937  14.000  14.790
  14.914  14.958  15.018  15.215  15.504  15.777  15.873  16.440  16.753  16.908
  17.527  17.916
           -0.313333  0.542709  0.000000
 -13.653 -13.548 -12.685 -12.623 -10.904 -10.875  -1.406  -0.853  -0.114   0.304
  10.109  10.198  11.730  12.285  12.503  12.887  13.512  13.567  13.909  14.608
  14.692  15.128  15.177  15.375  15.596  15.935  15.998  16.538  16.735  17.033
  17.577  17.945
           -0.306667  0.531162  0.000000
 -13.868 -13.754 -12.534 -12.473 -10.801 -10.769  -1.630  -1.032   0.087   0.500
  10.125  10.253  11.476  12.255  12.461  12.663  13.194  13.368  13.777  14.383
  14.391  15.323  15.360  15.581  15.668  16.113  16.158  16.561  16.706  17.190
  17.634  18.041
           -0.300000  0.519615  0.000000
 -14.090 -13.970 -12.378 -12.317 -10.682 -10.646  -1.862  -1.222   0.298   0.706
  10.137  10.315  11.191  12.218  12.303  12.521  12.822  13.232  13.617  14.058
  14.146  15.531  15.562  15.702  15.799  16.207  16.332  16.564  16.695  17.391
  17.736  18.132
           -0.293333  0.508068  0.000000
 -14.316 -14.191 -12.216 -12.156 -10.549 -10.511  -2.099  -1.420   0.517   0.921
  10.135  10.381  10.888  12.066  12.165  12.447  12.462  13.091  13.442  13.741
  13.880  15.662  15.754  15.778  16.000  16.109  16.491  16.712  16.772  17.622
  17.878  18.265
           -0.286667  0.496521  0.000000
 -14.545 -14.414 -12.050 -11.991 -10.404 -10.365  -2.339  -1.623   0.744   1.144
  10.103  10.447  10.577  11.841  12.025  12.185  12.371  12.939  13.258  13.448
  13.605  15.551  15.826  15.982  16.014  16.276  16.633  16.937  16.951  17.870
  18.030  18.400
           -0.280000  0.484974  0.000000
 -14.774 -14.639 -11.878 -11.820 -10.250 -10.211  -2.580  -1.831   0.977   1.373
  10.028  10.260  10.509  11.653  11.705  12.084  12.278  12.766  13.068  13.200
  13.329  15.387  15.558  16.219  16.253  16.519  16.786  17.183  17.186  18.118
  18.136  18.492
           -0.273333  0.473427  0.000000
 -15.002 -14.864 -11.702 -11.645 -10.088 -10.048  -2.823  -2.043   1.216   1.608
   9.899   9.943  10.557  11.367  11.503  12.001  12.161  12.578  12.874  13.013
  13.060  15.200  15.275  16.465  16.504  16.775  16.942  17.441  17.450  18.133
  18.307  18.561
           -0.266667  0.461880  0.000000
 -15.228 -15.086 -11.520 -11.465  -9.919  -9.880  -3.066  -2.256   1.462   1.849
   9.628   9.718  10.576  11.046  11.374  11.912  12.009  12.407  12.668  12.814
  12.882  14.991  15.006  16.718  16.762  17.040  17.068  17.712  17.719  18.082
  18.282  18.763
           -0.260000  0.450333  0.000000
 -15.452 -15.307 -11.334 -11.280  -9.744  -9.705  -3.308  -2.471   1.713   2.096
   9.316   9.499  10.506  10.798  11.236  11.814  11.823  12.281  12.442  12.607
  12.796  14.715  14.817  16.975  17.028  17.117  17.315  17.945  17.987  18.099
  18.186  19.038
           -0.253333  0.438786  0.000000
 -15.673 -15.525 -11.143 -11.090  -9.564  -9.525  -3.549  -2.687   1.970   2.349
   9.008   9.253  10.269  10.692  11.063  11.626  11.709  12.192  12.207  12.432
  12.751  14.456  14.641  17.067  17.236  17.296  17.592  17.868  18.185  18.307
  18.364  19.330
           -0.246667  0.427239  0.000000
 -15.890 -15.739 -10.948 -10.896  -9.379  -9.340  -3.788  -2.902   2.232   2.607
   8.705   8.993   9.970  10.616  10.850  11.435  11.600  11.981  12.117  12.275
  12.736  14.228  14.482  16.955  17.496  17.526  17.668  17.915  18.385  18.602
  18.658  19.630
           -0.240000  0.415692  0.000000
 -16.103 -15.949 -10.748 -10.697  -9.189  -9.152  -4.024  -3.116   2.499   2.869
   8.408   8.726   9.665  10.510  10.608  11.251  11.480  11.778  12.043  12.129
  12.728  14.051  14.340  16.822  17.372  17.749  17.867  18.210  18.623  18.903
  18.970  19.917
           -0.233333  0.404145  0.000000
 -16.312 -16.156 -10.544 -10.494  -8.996  -8.959  -4.257  -3.329   2.771   3.136
   8.118   8.456   9.363  10.349  10.368  11.071  11.336  11.612  11.964  11.990
  12.691  13.953  14.215  16.695  17.134  17.984  18.131  18.520  18.880  19.198
  19.288  19.979
           -0.226667  0.392598  0.000000
 -16.517 -16.357 -10.335 -10.286  -8.799  -8.763  -4.487  -3.540   3.047   3.408
   7.834   8.187   9.068  10.085  10.196  10.893  11.163  11.481  11.856  11.881
  12.594  13.956  14.104  16.588  16.892  18.185  18.379  18.837  19.137  19.462
  19.605  19.991
           -0.220000  0.381051  0.000000
 -16.716 -16.555 -10.122 -10.075  -8.599  -8.564  -4.712  -3.748   3.328   3.683
   7.557   7.920   8.780   9.819  10.003  10.715  10.975  11.362  11.728  11.795
  12.439  13.998  14.049  16.509  16.655  18.321  18.582  19.160  19.348  19.650
  19.895  20.090
           -0.213333  0.369504  0.000000
 -16.911 -16.747  -9.906  -9.859  -8.397  -8.362  -4.934  -3.953   3.613   3.962
   7.288   7.659   8.500   9.556   9.797  10.539  10.783  11.239  11.608  11.706
  12.245  13.893  14.203  16.428  16.464  18.362  18.694  19.417  19.485  19.847
  20.099  20.307
           -0.206667  0.357957  0.000000
 -17.101 -16.934  -9.685  -9.639  -8.192  -8.158  -5.151  -4.154   3.901   4.245
   7.026   7.402   8.228   9.298   9.583  10.364  10.592  11.103  11.499  11.614
  12.032  13.781  14.390  16.219  16.452  18.295  18.669  19.371  19.804  20.109
  20.252  20.565
           -0.200000  0.346410  0.000000
 -17.285 -17.117  -9.460  -9.416  -7.985  -7.953  -5.363  -4.352   4.192   4.530
   6.771   7.152   7.965   9.045   9.367  10.193  10.405  10.952  11.398  11.522
  11.810  13.659  14.583  16.042  16.469  18.136  18.511  19.287  20.082  20.405
  20.466  20.524
           -0.193333  0.334863  0.000000
 -17.465 -17.294  -9.232  -9.189  -7.778  -7.746  -5.569  -4.545   4.486   4.818
   6.525   6.908   7.709   8.799   9.151  10.025  10.222  10.792  11.302  11.427
  11.588  13.528  14.745  15.923  16.505  17.914  18.266  19.198  20.144  20.616
  20.724  20.754
           -0.186667  0.323316  0.000000
 -17.638 -17.465  -9.000  -8.958  -7.569  -7.538  -5.771  -4.734   4.782   5.107
   6.286   6.671   7.463   8.559   8.936   9.862  10.045  10.625  11.210  11.323
  11.375  13.386  14.824  15.910  16.547  17.652  17.975  19.124  20.006  20.903
  21.062  21.080
           -0.180000  0.311769  0.000000
 -17.806 -17.632  -8.766  -8.725  -7.359  -7.329  -5.966  -4.918   5.080   5.399
   6.055   6.442   7.224   8.328   8.726   9.703   9.873  10.455  11.118  11.139
  11.244  13.237  14.790  16.023  16.575  17.371  17.665  19.084  19.831  21.226
  21.416  21.431
           -0.173333  0.300222  0.000000
 -17.969 -17.792  -8.528  -8.488  -7.149  -7.120  -6.156  -5.097   5.379   5.690
   5.833   6.221   6.995   8.103   8.521   9.549   9.708  10.284  10.928  11.026
  11.144  13.083  14.676  16.214  16.558  17.098  17.363  19.091  19.649  21.557
  21.784  21.797
           -0.166667  0.288675  0.000000
 -18.126 -17.947  -8.288  -8.249  -6.940  -6.912  -6.340  -5.271   5.612   5.685
   5.964   6.025   6.774   7.887   8.321   9.401   9.548  10.115  10.722  10.932
  11.043  12.927  14.524  16.374  16.440  16.888  17.140  19.151  19.468  21.883
  22.160  22.173
           -0.160000  0.277128  0.000000
 -18.277 -18.097  -8.045  -8.008  -6.732  -6.705  -6.517  -5.439   5.410   5.797
   5.980   6.279   6.561   7.679   8.127   9.259   9.395   9.948  10.522  10.836
  10.940  12.769  14.357  16.196  16.315  16.767  17.167  19.266  19.290  22.197
  22.541  22.556
           -0.153333  0.265581  0.000000
 -18.422 -18.240  -7.801  -7.765  -6.688  -6.525  -6.499  -5.602   5.212   5.599
   6.279   6.358   6.570   7.479   7.940   9.123   9.248   9.784  10.328  10.737
  10.834  12.613  14.185  15.891  16.055  16.676  17.415  19.120  19.430  22.488
  22.903  22.916
           -0.146667  0.254034  0.000000
 -18.562 -18.378  -7.555  -7.520  -6.853  -6.320  -6.295  -5.758   5.022   5.409
   6.162   6.577   6.859   7.287   7.760   8.994   9.108   9.625  10.142  10.633
  10.724  12.458  14.015  15.566  15.738  16.583  17.735  18.961  19.634  22.742
  22.813  23.214
           -0.140000  0.242487  0.000000
 -18.695 -18.510  -7.308  -7.274  -7.011  -6.118  -6.094  -5.908   4.840   5.227
   5.975   6.873   7.093   7.157   7.587   8.871   8.974   9.472   9.964  10.525
  10.610  12.307  13.847  15.237  15.408  16.482  18.068  18.827  19.866  22.709
  22.943  23.452
           -0.133333  0.230940  0.000000
 -18.823 -18.636  -7.164  -7.059  -7.028  -6.053  -5.918  -5.895   4.667   5.053
