5 -246.44856479
5.2 -246.73338505
5.4 -246.92472573
5.6 -247.02667120
5.8 -247.10580982
6 -247.15839263
6.5 -247.25732609
6.8 -247.23033467
7 -247.1839263
7.2 -247.16680637
8 -247.07723750
9 -246.91933566
